Card Name,Quantity,ID #,Rarity,Set,Collector #,Premium,Sideboarded,Annotation
"Drannith Stinger",4,80235,Common,IKO,113/274,No,No,0
"Ferocious Tigorilla",1,80239,Common,IKO,115/274,No,No,0
"Footfall Crater",1,80245,Uncommon,IKO,118/274,No,No,0
"Forbidden Friendship",1,80247,Common,IKO,119/274,No,No,0
"Fertilid",1,80313,Common,IKO,152/274,No,No,0
"Fully Grown",1,80317,Common,IKO,154/274,No,No,0
"Lead the Stampede",4,80335,Uncommon,IKO,163/274,No,No,0
"Migration Path",4,80337,Uncommon,IKO,164/274,No,No,0
"Ram Through",5,80349,Common,IKO,170/274,No,No,0
"Titanoth Rex",1,80357,Uncommon,IKO,174/274,No,No,0
"Dire Tactics",1,80375,Uncommon,IKO,183/274,No,No,0
"Snapdax, Apex of the Hunt",1,80427,Mythic Rare,IKO,209/274,No,No,0
"Sprite Dragon",1,80431,Uncommon,IKO,211/274,No,No,0
"Jubilant Skybonder",1,80455,Uncommon,IKO,223/274,No,No,0
"Keruga, the Macrosage",1,80459,Rare,IKO,225/274,No,No,0
"Indatha Crystal",1,80479,Uncommon,IKO,235/274,No,No,0
"Ketria Crystal",1,80481,Uncommon,IKO,236/274,No,No,0
"Raugrin Crystal",1,80485,Uncommon,IKO,238/274,No,No,0
"Sleeper Dart",1,80489,Common,IKO,240/274,No,No,0
"Molten Echoes",1,80690,Rare,C20,54/322,Yes,No,0
"Alseid of Life's Bounty",1,79126,Uncommon,THB,1/254,No,No,0
"Banishing Light",1,79132,Uncommon,THB,4/254,No,No,0
"The Birth of Meletis",1,79134,Uncommon,THB,5/254,No,No,0
"Flicker of Fate",1,79156,Common,THB,16/254,No,No,0
"Heliod's Pilgrim",1,79164,Common,THB,20/254,No,No,0
"Heliod's Punishment",1,79166,Uncommon,THB,21/254,No,No,0
"Karametra's Blessing",4,79176,Common,THB,26/254,No,No,0
"Sentinel's Eyes",4,79196,Common,THB,36/254,No,No,0
"Transcendent Envoy",1,79204,Common,THB,40/254,No,No,0
"Omen of the Sea",4,79240,Common,THB,58/254,No,No,0
"Riptide Turtle",1,79246,Common,THB,61/254,No,No,0
"Sage of Mysteries",1,79248,Uncommon,THB,62/254,No,No,0
"Thirst for Meaning",1,79272,Common,THB,74/254,No,No,0
"Elspeth's Nightmare",1,79306,Uncommon,THB,91/254,No,No,0
"Erebos, Bleak-Hearted",1,79310,Mythic Rare,THB,93/254,No,No,0
"Gray Merchant of Asphodel",1,79322,Uncommon,THB,99/254,No,No,0
"Hateful Eidolon",1,79326,Uncommon,THB,101/254,No,No,0
"Inevitable End",1,79328,Uncommon,THB,102/254,No,No,0
"Nightmare Shepherd",1,79340,Rare,THB,108/254,No,No,0
"Omen of the Dead",4,79344,Common,THB,110/254,No,No,0
"Treacherous Blessing",1,79358,Rare,THB,117/254,No,No,0
"Underworld Dreams",1,79366,Uncommon,THB,121/254,No,No,0
"Anax, Hardened in the Forge",4,79374,Uncommon,THB,125/254,No,No,0
"Escape Velocity",1,79388,Uncommon,THB,132/254,No,No,0
"Iroas's Blessing",1,79408,Common,THB,142/254,No,No,0
"Destiny Spinner",1,79460,Uncommon,THB,168/254,No,No,0
"Hydra's Growth",1,79468,Uncommon,THB,172/254,No,No,0
"Ilysian Caryatid",4,79472,Common,THB,174/254,No,No,0
"Mantle of the Wolf",1,79480,Rare,THB,178/254,No,No,0
"Moss Viper",1,79482,Common,THB,179/254,No,No,0
"Nessian Wanderer",1,79490,Uncommon,THB,183/254,No,No,0
"Renata, Called to the Hunt",1,79516,Uncommon,THB,196/254,No,No,0
"Warbriar Blessing",1,79532,Common,THB,204/254,No,No,0
"Wolfwillow Haven",4,79534,Uncommon,THB,205/254,No,No,0
"Siona, Captain of the Pyleas",1,79576,Uncommon,THB,226/254,No,No,0
"Staggering Insight",4,79580,Uncommon,THB,228/254,No,No,0
"Altar of the Pantheon",1,79586,Common,THB,231/254,No,No,0
"Wings of Hubris",1,79606,Common,THB,241/254,No,No,0
"Labyrinth of Skophos",1,79610,Rare,THB,243/254,No,No,0
"Temple of Abandon",4,79612,Rare,THB,244/254,No,No,0
"Temple of Deceit",4,79614,Rare,THB,245/254,No,No,0
"Temple of Enlightenment",4,79616,Rare,THB,246/254,No,No,0
"Temple of Malice",4,79618,Rare,THB,247/254,No,No,0
"Temple of Plenty",4,79620,Rare,THB,248/254,No,No,0
"Unknown Shores",1,79622,Common,THB,249/254,No,No,0
"Sphinx Mindbreaker",1,79995,Rare,THB,290,No,No,0
"Archon of Absolution",1,78092,Uncommon,ELD,3/269,No,No,0
"Corridor Monitor",1,78186,Common,ELD,41/269,No,No,0
"Didn't Say Please",1,78188,Common,ELD,42/269,No,No,0
"Faerie Vandal",4,78196,Uncommon,ELD,45/269,No,No,0
"Hypnotic Sprite",1,78204,Uncommon,ELD,49/269,No,No,0
"Merfolk Secretkeeper",4,78214,Common,ELD,53/269,No,No,0
"Run Away Together",1,78236,Common,ELD,62/269,No,No,0
"Tome Raider",1,78248,Common,ELD,68/269,No,No,0
"Witching Well",1,78260,Common,ELD,74/269,No,No,0
"Ayara, First of Locthwain",1,78262,Rare,ELD,75/269,No,No,0
"Cauldron Familiar",4,78274,Uncommon,ELD,81/269,No,No,0
"Eye Collector",1,78284,Common,ELD,86/269,No,No,0
"Foulmire Knight",1,78292,Uncommon,ELD,90/269,No,No,0
"Lost Legion",1,78302,Common,ELD,94/269,No,No,0
"Revenge of Ravens",1,78328,Uncommon,ELD,104/269,No,No,0
"Smitten Swordmaster",1,78330,Common,ELD,105/269,No,No,0
"Syr Konrad, the Grim",1,78336,Uncommon,ELD,107/269,No,No,0
"Fling",1,78378,Common,ELD,126/269,No,No,0
"Redcap Melee",4,78398,Uncommon,ELD,135/269,No,No,0
"Beanstalk Giant",1,78428,Uncommon,ELD,149/269,No,No,0
"Edgewall Innkeeper",4,78436,Uncommon,ELD,151/269,No,No,0
"Flaxen Intruder",1,78444,Uncommon,ELD,155/269,No,No,0
"Keeper of Fables",1,78464,Uncommon,ELD,163/269,No,No,0
"Kenrith's Transformation",1,78466,Uncommon,ELD,164/269,No,No,0
"Oakhame Adversary",1,78474,Uncommon,ELD,167/269,No,No,0
"Once and Future",1,78476,Uncommon,ELD,168/269,No,No,0
"Drown in the Loch",4,78520,Uncommon,ELD,188/269,No,No,0
"Grumgully, the Generous",1,78528,Uncommon,ELD,192/269,No,No,0
"Outlaws' Merriment",1,78540,Mythic Rare,ELD,198/269,No,No,0
"Shinechaser",1,78546,Uncommon,ELD,201/269,No,No,0
"Wintermoor Commander",1,78554,Uncommon,ELD,205/269,No,No,0
"Thunderous Snapper",1,78576,Uncommon,ELD,215/269,No,No,0
"Crashing Drawbridge",1,78580,Common,ELD,217/269,No,No,0
"Heraldic Banner",1,78590,Uncommon,ELD,222/269,No,No,0
"Lucky Clover",4,78598,Uncommon,ELD,226/269,No,No,0
"Witch's Oven",4,78620,Uncommon,ELD,237/269,No,No,0
"Castle Ardenvale",1,78622,Rare,ELD,238/269,No,No,0
"Dwarven Mine",4,78632,Common,ELD,243/269,No,No,0
"Gingerbread Cabin",1,78636,Common,ELD,245/269,No,No,0
"Idyllic Grange",5,78638,Common,ELD,246/269,No,No,0
"Mystic Sanctuary",4,78640,Common,ELD,247/269,No,No,0
"Witch's Cottage",4,78644,Common,ELD,249/269,No,No,0
"Steelbane Hydra",1,78704,Rare,ELD,322,No,No,0
"Angel of Vitality",1,72907,Uncommon,M20,4/280,No,No,0
"Angelic Gift",1,72909,Common,M20,5/280,No,No,0
"Gauntlets of Light",1,72933,Uncommon,M20,17/280,No,No,0
"Master Splicer",1,72957,Uncommon,M20,29/280,No,No,0
"Raise the Alarm",4,72967,Common,M20,34/280,No,No,0
"Rule of Law",1,72969,Uncommon,M20,35/280,No,No,0
"Cerulean Drake",4,73005,Uncommon,M20,53/280,No,No,0
"Faerie Miscreant",4,73015,Common,M20,58/280,No,No,0
"Spectral Sailor",4,73051,Uncommon,M20,76/280,No,No,0
"Winged Words",1,73059,Common,M20,80/280,No,No,0
"Audacious Thief",1,73067,Common,M20,84/280,No,No,0
"Blood for Bones",1,73077,Uncommon,M20,89/280,No,No,0
"Yarok's Fenlurker",4,73145,Uncommon,M20,123/280,No,No,0
"Chandra's Spitfire",1,73163,Uncommon,M20,132/280,No,No,0
"Dragon Mage",1,73169,Uncommon,M20,135/280,No,No,0
"Goblin Ringleader",4,73185,Uncommon,M20,143/280,No,No,0
"Scampering Scorcher",1,73215,Uncommon,M20,158/280,No,No,0
"Season of Growth",4,73281,Uncommon,M20,191/280,No,No,0
"Sedge Scorpion",1,73283,Common,M20,192/280,No,No,0
"Silverback Shaman",1,73289,Common,M20,195/280,No,No,0
"Corpse Knight",1,73311,Uncommon,M20,206/280,No,No,0
"Empyrean Eagle",1,73315,Uncommon,M20,208/280,No,No,0
"Moldervine Reclamation",1,73327,Uncommon,M20,214/280,No,No,0
"Risen Reef",4,73333,Uncommon,M20,217/280,No,No,0
"Colossus Hammer",4,73345,Uncommon,M20,223/280,No,No,0
"Manifold Key",4,73359,Uncommon,M20,230/280,No,No,0
"Meteor Golem",1,73363,Uncommon,M20,232/280,No,No,0
"Lotus Field",1,73397,Rare,M20,249/280,No,No,0
"Temple of Epiphany",5,73405,Rare,M20,253/280,No,No,0
"Temple of Malady",4,73407,Rare,M20,254/280,No,No,0
"Temple of Mystery",4,73409,Rare,M20,255/280,No,No,0
"Temple of Silence",4,73411,Rare,M20,256/280,No,No,0
"Temple of Triumph",4,73413,Rare,M20,257/280,No,No,0
"Answered Prayers",1,72376,Common,MH1,2/254,No,No,0
"Face of Divinity",1,72388,Uncommon,MH1,8/254,No,No,0
"Generous Gift",1,72394,Uncommon,MH1,11/254,No,No,0
"King of the Pride",1,72404,Uncommon,MH1,16/254,No,No,0
"Reprobation",1,72418,Common,MH1,23/254,No,No,0
"Exclude",1,72468,Uncommon,MH1,48/254,No,No,0
"Fact or Fiction",1,72472,Uncommon,MH1,50/254,No,No,0
"Scour All Possibilities",1,72506,Common,MH1,67/254,No,No,0
"Smoke Shroud",1,72510,Common,MH1,69/254,No,No,0
"Tribute Mage",1,72518,Uncommon,MH1,73/254,No,No,0
"Watcher for Tomorrow",4,72524,Uncommon,MH1,76/254,No,No,0
"Windcaller Aven",1,72526,Common,MH1,77/254,No,No,0
"Changeling Outcast",1,72536,Common,MH1,82/254,No,No,0
"Graveshifter",1,72560,Uncommon,MH1,94/254,No,No,0
"Putrid Goblin",4,72574,Common,MH1,101/254,No,No,0
"Undead Augur",1,72596,Uncommon,MH1,112/254,No,No,0
"Unearth",1,72598,Common,MH1,113/254,No,No,0
"Aria of Flame",1,72608,Rare,MH1,118/254,No,No,0
"Fists of Flame",1,72618,Common,MH1,123/254,No,No,0
"Goblin War Party",1,72634,Common,MH1,131/254,No,No,0
"Reckless Charge",1,72660,Common,MH1,144/254,No,No,0
"Throes of Chaos",4,72672,Uncommon,MH1,150/254,No,No,0
"Collector Ouphe",2,72688,Rare,MH1,158/254,No,No,0
"Llanowar Tribe",1,72712,Uncommon,MH1,170/254,No,No,0
"Mother Bear",1,72714,Common,MH1,171/254,No,No,0
"Regrowth",1,72722,Uncommon,MH1,175/254,No,No,0
"Scale Up",4,72730,Uncommon,MH1,179/254,No,No,0
"Spore Frog",1,72732,Common,MH1,180/254,No,No,0
"Springbloom Druid",1,72734,Common,MH1,181/254,No,No,0
"Squirrel Nest",1,72736,Uncommon,MH1,182/254,No,No,0
"Twin-Silk Spider",1,72748,Common,MH1,188/254,No,No,0
"Wall of Blossoms",4,72752,Uncommon,MH1,190/254,No,No,0
"Abominable Treefolk",4,72760,Uncommon,MH1,194/254,No,No,0
"Collected Conjuring",1,72764,Rare,MH1,196/254,No,No,0
"Etchings of the Chosen",1,72768,Uncommon,MH1,198/254,No,No,0
"Good-Fortune Unicorn",1,72774,Uncommon,MH1,201/254,No,No,0
"Ingenious Infiltrator",4,72780,Uncommon,MH1,204/254,No,No,0
"Lavabelly Sliver",1,72786,Uncommon,MH1,207/254,No,No,0
"Rotwidow Pack",1,72796,Uncommon,MH1,212/254,No,No,0
"Soulherder",4,72800,Uncommon,MH1,214/254,No,No,0
"Arcum's Astrolabe",1,72812,Common,MH1,220/254,No,No,0
"Lesser Masticore",4,72822,Uncommon,MH1,225/254,No,No,0
"Talisman of Conviction",1,72832,Uncommon,MH1,230/254,No,No,0
"Talisman of Creativity",1,72834,Uncommon,MH1,231/254,No,No,0
"Talisman of Curiosity",1,72836,Uncommon,MH1,232/254,No,No,0
"Talisman of Hierarchy",1,72838,Uncommon,MH1,233/254,No,No,0
"Talisman of Resilience",1,72840,Uncommon,MH1,234/254,No,No,0
"Universal Automaton",1,72842,Common,MH1,235/254,No,No,0
"Cave of Temptation",1,72846,Common,MH1,237/254,No,No,0
"Fiery Islet",4,72848,Rare,MH1,238/254,No,No,0
"Ajani's Pridemate",1,71614,Uncommon,WAR,4/264,No,No,0
"Gideon's Sacrifice",1,71634,Common,WAR,14/264,No,No,0
"Grateful Apparition",1,71640,Uncommon,WAR,17/264,No,No,0
"Augur of Bolas",4,71688,Uncommon,WAR,41/264,No,No,0
"Contentious Plan",1,71698,Common,WAR,46/264,No,No,0
"Eternal Skylord",1,71704,Uncommon,WAR,49/264,No,No,0
"Flux Channeler",1,71710,Uncommon,WAR,52/264,No,No,0
"Lazotep Plating",1,71724,Uncommon,WAR,59/264,No,No,0
"Narset, Parter of Veils",1,71728,Uncommon,WAR,61/264,No,No,0
"Tamiyo's Epiphany",1,71748,Common,WAR,71/264,No,No,0
"Davriel, Rogue Shadowmage",4,71772,Uncommon,WAR,83/264,No,No,0
"Dreadhorde Invasion",2,71778,Rare,WAR,86/264,No,No,0
"Kaya's Ghostform",1,71794,Common,WAR,94/264,No,No,0
"Lazotep Reaver",4,71798,Common,WAR,96/264,No,No,0
"Massacre Girl",1,71804,Rare,WAR,99/264,No,No,0
"Ob Nixilis, the Hate-Twisted",1,71806,Uncommon,WAR,100/264,No,No,0
"Bolt Bend",1,71836,Uncommon,WAR,115/264,No,No,0
"Samut's Sprint",1,71890,Common,WAR,142/264,No,No,0
"Evolution Sage",1,71924,Uncommon,WAR,159/264,No,No,0
"Paradise Druid",4,71948,Uncommon,WAR,171/264,No,No,0
"Vivien's Grizzly",1,71970,Common,WAR,182/264,No,No,0
"Cruel Celebrant",1,71982,Uncommon,WAR,188/264,No,No,0
"Deathsprout",1,71984,Uncommon,WAR,189/264,No,No,0
"Despark",1,71986,Uncommon,WAR,190/264,No,No,0
"Gleaming Overseer",1,72002,Uncommon,WAR,198/264,No,No,0
"Neoform",4,72018,Uncommon,WAR,206/264,No,No,0
"Teferi, Time Raveler",1,72048,Rare,WAR,221/264,No,No,0
"Tenth District Legionnaire",4,72050,Uncommon,WAR,222/264,No,No,0
"Ashiok, Dream Render",4,72062,Uncommon,WAR,228/264,No,No,0
"Dovin, Hand of Control",1,72064,Uncommon,WAR,229/264,No,No,0
"Kiora, Behemoth Beckoner",4,72070,Uncommon,WAR,232/264,No,No,0
"Saheeli, Sublime Artificer",1,72074,Uncommon,WAR,234/264,No,No,0
"Vraska, Swarm's Eminence",1,72078,Uncommon,WAR,236/264,No,No,0
"Firemind Vessel",1,72080,Uncommon,WAR,237/264,No,No,0
"God-Pharaoh's Statue",1,72082,Uncommon,WAR,238/264,No,No,0
"Emergence Zone",1,72096,Uncommon,WAR,245/264,No,No,0
"Interplanar Beacon",4,72100,Uncommon,WAR,247/264,No,No,0
"Mobilized District",1,72104,Rare,WAR,249/264,No,No,0
"Incubation/Incongruity",4,71476,Uncommon,RNA,,No,No,0
"Persistent Petitioners",1,71088,Common,RNA,44/259,No,No,0
"Awaken the Erstwhile",1,71122,Rare,RNA,61/259,No,No,0
"Gates Ablaze",4,71204,Uncommon,RNA,102/259,No,No,0
"Light Up the Stage",5,71214,Uncommon,RNA,107/259,No,No,0
"Spear Spewer",1,71234,Common,RNA,117/259,No,No,0
"Incubation Druid",1,71262,Rare,RNA,131/259,No,No,0
"Saruli Caretaker",4,71278,Common,RNA,139/259,No,No,0
"Tower Defense",1,71294,Uncommon,RNA,147/259,No,No,0
"Wilderness Reclamation",4,71298,Uncommon,RNA,149/259,No,No,0
"Biomancer's Familiar",1,71316,Rare,RNA,158/259,No,No,0
"Frilled Mystic",4,71348,Uncommon,RNA,174/259,No,No,0
"Growth Spiral",4,71356,Common,RNA,178/259,No,No,0
"High Alert",1,71364,Uncommon,RNA,182/259,No,No,0
"Imperious Oligarch",1,71368,Common,RNA,184/259,No,No,0
"Mortify",1,71384,Uncommon,RNA,192/259,No,No,0
"Pitiless Pontiff",1,71388,Uncommon,RNA,194/259,No,No,0
"Azorius Locket",1,71502,Common,RNA,231/259,No,No,0
"Orzhov Locket",1,71512,Common,RNA,236/259,No,No,0
"Hero of Iroas",1,70113,Uncommon,UMA,20/254,No,No,0
"Molten Birth",1,70353,Common,UMA,140/254,No,No,0
"Basking Rootwalla",4,70385,Common,UMA,156/254,No,No,0
"Vessel of Endless Rest",1,70547,Common,UMA,235/254,No,No,0
"Discovery/Dispersal",4,69831,Uncommon,GRN,,No,No,0
"Invert/Invent",1,69861,Uncommon,GRN,,No,No,0
"Bounty Agent",2,69377,Rare,GRN,2/259,No,No,0
"Crush Contraband",1,69387,Uncommon,GRN,7/259,No,No,0
"Hunted Witness",1,69403,Common,GRN,15/259,No,No,0
"Murmuring Mystic",4,69463,Uncommon,GRN,45/259,No,No,0
"Wall of Mist",1,69489,Common,GRN,58/259,No,No,0
"Blood Operative",1,69499,Rare,GRN,63/259,No,No,0
"Burglar Rat",4,69501,Common,GRN,64/259,No,No,0
"Creeping Chill",4,69505,Uncommon,GRN,66/259,No,No,0
"Hired Poisoner",1,69517,Common,GRN,72/259,No,No,0
"Midnight Reaper",1,69527,Rare,GRN,77/259,No,No,0
"Pilfering Imp",1,69535,Uncommon,GRN,81/259,No,No,0
"Plaguecrafter",1,69537,Uncommon,GRN,82/259,No,No,0
"Price of Fame",1,69539,Uncommon,GRN,83/259,No,No,0
"Vicious Rumors",1,69551,Common,GRN,89/259,No,No,0
"Electrostatic Field",1,69567,Uncommon,GRN,97/259,No,No,0
"Goblin Cratermaker",1,69579,Uncommon,GRN,103/259,No,No,0
"Circuitous Route",1,69623,Uncommon,GRN,125/259,No,No,0
"Urban Utopia",1,69665,Common,GRN,146/259,No,No,0
"Disinformation Campaign",4,69707,Uncommon,GRN,167/259,No,No,0
"Firemind's Research",1,69715,Rare,GRN,171/259,No,No,0
"Justice Strike",1,69737,Uncommon,GRN,182/259,No,No,0
"Sumala Woodshaper",1,69773,Common,GRN,200/259,No,No,0
"Swiftblade Vindicator",1,69779,Rare,GRN,203/259,No,No,0
"Dimir Locket",1,69881,Common,GRN,234/259,No,No,0
"Izzet Locket",1,69889,Common,GRN,238/259,No,No,0
"Leonin Warleader",1,68207,Rare,M19,23/280,No,No,0
"Make a Stand",1,68213,Uncommon,M19,26/280,No,No,0
"Militia Bugler",4,68219,Uncommon,M19,29/280,No,No,0
"Diregraf Ghoul",4,68345,Uncommon,M19,92/280,No,No,0
"Reassembling Skeleton",3,68393,Uncommon,M19,116/280,No,No,0
"Rise from the Grave",1,68395,Uncommon,M19,117/280,No,No,0
"Sovereign's Bite",4,68401,Common,M19,120/280,No,No,0
"Vampire Sovereign",4,68411,Uncommon,M19,125/280,No,No,0
"Dark-Dweller Oracle",1,68429,Rare,M19,134/280,No,No,0
"Goblin Instigator",4,68445,Common,M19,142/280,No,No,0
"Goblin Motivator",1,68447,Common,M19,143/280,No,No,0
"Guttersnipe",1,68451,Uncommon,M19,145/280,No,No,0
"Volley Veteran",1,68497,Uncommon,M19,168/280,No,No,0
"Colossal Majesty",1,68507,Uncommon,M19,173/280,No,No,0
"Elvish Rejuvenator",1,68521,Common,M19,180/280,No,No,0
"Naturalize",1,68541,Common,M19,190/280,No,No,0
"Reclamation Sage",8,68553,Uncommon,M19,196/280,No,No,0
"Enigma Drake",4,68593,Uncommon,M19,216/280,No,No,0
"Heroic Reinforcements",4,68595,Uncommon,M19,217/280,No,No,0
"Satyr Enchanter",1,68609,Uncommon,M19,223/280,No,No,0
"Millstone",1,68647,Uncommon,M19,242/280,No,No,0
"Cinder Barrens",1,68659,Common,M19,248/280,No,No,0
"Forsaken Sanctuary",1,68663,Common,M19,250/280,No,No,0
"Foul Orchard",1,68665,Common,M19,251/280,No,No,0
"Highland Lake",1,68667,Common,M19,252/280,No,No,0
"Meandering River",1,68669,Common,M19,253/280,No,No,0
"Reliquary Tower",1,68671,Uncommon,M19,254/280,No,No,0
"Stone Quarry",1,68675,Common,M19,256/280,No,No,0
"Submerged Boneyard",1,68677,Common,M19,257/280,No,No,0
"Timber Gorge",1,68679,Common,M19,258/280,No,No,0
"Gravewaker",1,68119,Rare,M19,293/280,No,No,0
"Azra Oddsmaker",1,68878,Uncommon,BBD,75/254,No,No,0
"Baird, Steward of Argive",1,67473,Uncommon,DAR,4/269,No,No,0
"Danitha Capashen, Paragon",1,67489,Uncommon,DAR,12/269,No,No,0
"Dauntless Bodyguard",4,67493,Uncommon,DAR,14/269,No,No,0
"On Serra's Wings",1,67521,Uncommon,DAR,28/269,No,No,0
"Tragic Poet",1,67539,Common,DAR,37/269,No,No,0
"Artificer's Assistant",1,67553,Common,DAR,44/269,No,No,0
"Blink of an Eye",1,67557,Common,DAR,46/269,No,No,0
"Merfolk Trickster",4,67577,Uncommon,DAR,56/269,No,No,0
"Precognition Field",1,67587,Rare,DAR,61/269,No,No,0
"Slinn Voda, the Rising Deep",1,67597,Uncommon,DAR,66/269,No,No,0
"Tetsuko Umezawa, Fugitive",1,67603,Uncommon,DAR,69/269,No,No,0
"Unwind",1,67609,Common,DAR,72/269,No,No,0
"Divest",1,67639,Common,DAR,87/269,No,No,0
"The Eldest Reborn",1,67645,Uncommon,DAR,90/269,No,No,0
"Final Parting",1,67651,Uncommon,DAR,93/269,No,No,0
"Lingering Phantom",1,67663,Uncommon,DAR,99/269,No,No,0
"Rat Colony",1,67667,Common,DAR,101/269,No,No,0
"Whisper, Blood Liturgist",1,67687,Uncommon,DAR,111/269,No,No,0
"Yargle, Glutton of Urborg",1,67691,Uncommon,DAR,113/269,No,No,0
"Ghitu Lavarunner",4,67719,Common,DAR,127/269,No,No,0
"Goblin Warchief",4,67725,Uncommon,DAR,130/269,No,No,0
"Keldon Warcaller",1,67737,Common,DAR,136/269,No,No,0
"Skirk Prospector",4,67753,Common,DAR,144/269,No,No,0
"Warlord's Fury",1,67767,Common,DAR,151/269,No,No,0
"Wizard's Lightning",4,67769,Uncommon,DAR,152/269,No,No,0
"Broken Bond",1,67779,Common,DAR,157/269,No,No,0
"Elfhame Druid",1,67783,Uncommon,DAR,159/269,No,No,0
"Fungal Plots",1,67785,Uncommon,DAR,160/269,No,No,0
"Grow from the Ashes",1,67793,Common,DAR,164/269,No,No,0
"Grunn, the Lonely King",1,67795,Uncommon,DAR,165/269,No,No,0
"Llanowar Elves",4,67801,Common,DAR,168/269,No,No,0
"Llanowar Scout",1,67805,Common,DAR,170/269,No,No,0
"Steel Leaf Champion",1,67829,Rare,DAR,182/269,No,No,0
"Garna, the Bloodflame",1,67853,Uncommon,DAR,194/269,No,No,0
"Hallar, the Firefletcher",1,67857,Uncommon,DAR,196/269,No,No,0
"Raff Capashen, Ship's Mage",1,67869,Uncommon,DAR,202/269,No,No,0
"Shanna, Sisay's Legacy",1,67873,Uncommon,DAR,204/269,No,No,0
"Tatyova, Benthic Druid",4,67877,Uncommon,DAR,206/269,No,No,0
"Jhoira's Familiar",1,67905,Uncommon,DAR,220/269,No,No,0
"Memorial to War",1,67957,Uncommon,DAR,246/269,No,No,0
"Zhalfirin Void",1,67963,Uncommon,DAR,249/269,No,No,0
"Kongming, "Sleeping Dragon"",1,66954,Uncommon,A25,20/249,No,No,0
"Accumulated Knowledge",4,66994,Common,A25,40/249,No,No,0
"Counterspell",4,67014,Common,A25,50/249,No,No,0
"Freed from the Real",1,67030,Uncommon,A25,58/249,No,No,0
"Goblin War Drums",1,67180,Uncommon,A25,133/249,No,No,0
"Hordeling Outburst",1,67182,Common,A25,134/249,No,No,0
"Zada, Hedron Grinder",1,67226,Uncommon,A25,156/249,No,No,0
"Swiftfoot Boots",1,67382,Uncommon,A25,234/249,No,No,0
"Martyr of Dusk",1,66481,Common,RIX,14/196,No,No,0
"Snubhorn Sentry",1,66499,Common,RIX,23/196,No,No,0
"Curious Obsession",4,66523,Uncommon,RIX,35/196,No,No,0
"Mist-Cloaked Herald",1,66539,Common,RIX,43/196,No,No,0
"Silvergill Adept",4,66559,Uncommon,RIX,53/196,No,No,0
"Forerunner of the Coalition",1,66597,Uncommon,RIX,72/196,No,No,0
"Gruesome Fate",1,66603,Common,RIX,75/196,No,No,0
"Pitiless Plunderer",1,66615,Uncommon,RIX,81/196,No,No,0
"Ravenous Chupacabra",4,66617,Uncommon,RIX,82/196,No,No,0
"Fanatical Firebrand",4,66655,Common,RIX,101/196,No,No,0
"Reckless Rage",4,66673,Uncommon,RIX,110/196,No,No,0
"Crested Herdcaller",1,66705,Uncommon,RIX,126/196,No,No,0
"Knight of the Stampede",1,66729,Common,RIX,138/196,No,No,0
"Thunderherd Migration",1,66751,Uncommon,RIX,149/196,No,No,0
"Atzocan Seer",1,66759,Uncommon,RIX,153/196,No,No,0
"Dire Fleet Neckbreaker",1,66765,Uncommon,RIX,156/196,No,No,0
"Legion Lieutenant",4,66783,Uncommon,RIX,163/196,No,No,0
"Storm Fleet Sprinter",1,66805,Uncommon,RIX,172/196,No,No,0
"Angel of Mercy",1,65891,Common,IMA,6/249,No,No,0
"Dissolve",1,65981,Common,IMA,51/249,No,No,0
"Illusory Ambusher",1,65995,Uncommon,IMA,58/249,No,No,0
"Jace's Phantasm",4,65999,Common,IMA,60/249,No,No,0
"Indulgent Tormentor",1,66067,Uncommon,IMA,94/249,No,No,0
"Sanguine Bond",1,66093,Uncommon,IMA,107/249,No,No,0
"Wight of Precinct Six",1,66107,Common,IMA,114/249,No,No,0
"Dragon Tempest",1,66129,Uncommon,IMA,125/249,No,No,0
"Dragonlord's Servant",1,66131,Common,IMA,126/249,No,No,0
"Heroes' Bane",1,66211,Uncommon,IMA,166/249,No,No,0
"Corpsejack Menace",1,66273,Uncommon,IMA,197/249,No,No,0
"Rosheen Meanderer",1,66291,Uncommon,IMA,206/249,No,No,0
"Guardian Idol",4,66311,Common,IMA,216/249,No,No,0
"Star Compass",1,66337,Common,IMA,229/249,No,No,0
"Bellowing Aegisaur",1,65018,Uncommon,XLN,4/279,No,No,0
"Encampment Keeper",1,65032,Common,XLN,11/279,No,No,0
"Favorable Winds",4,65124,Uncommon,XLN,56/279,No,No,0
"Opt",4,65142,Common,XLN,65/279,No,No,0
"Pirate's Prize",1,65148,Common,XLN,68/279,No,No,0
"Siren Lookout",1,65170,Common,XLN,78/279,No,No,0
"Siren Stormtamer",1,65172,Uncommon,XLN,79/279,No,No,0
"Siren's Ruse",1,65174,Common,XLN,80/279,No,No,0
"Blight Keeper",1,65200,Common,XLN,92/279,No,No,0
"Costly Plunder",1,65208,Common,XLN,96/279,No,No,0
"March of the Drowned",1,65240,Common,XLN,112/279,No,No,0
"Ruthless Knave",1,65254,Uncommon,XLN,119/279,No,No,0
"Fiery Cannonade",1,65302,Uncommon,XLN,143/279,No,No,0
"Lightning-Rig Crew",1,65316,Uncommon,XLN,150/279,No,No,0
"Makeshift Munitions",4,65318,Uncommon,XLN,151/279,No,No,0
"Otepec Huntmaster",1,65322,Uncommon,XLN,153/279,No,No,0
"Rile",1,65332,Common,XLN,158/279,No,No,0
